easting,northing,abundance
579100.4,151800.4,0
581301.7,150300.1,0.2
581699.8,150900.1,0.2
583602.3,147106,3
564607.9,133295.2,3
580303.3,151997.1,3
570801.2,135749.7,3
573301.2,143804.4,0.2
567801.5,142493.6,15
568803.1,140694.6,3
571096.7,120205,3
571496.8,135100.8,3
565500,137700,0.2
572202.5,141592.7,0
576198.7,143105.2,3
564800.2,137699.9,3
576503.9,143002.1,0.2
579901.4,150996.2,15
568100.1,142094.9,0.2
578502.8,140998.5,0.2
577901.1,139199.6,0.2
578598.4,151003,0
576109.9,148415,0
577512.9,143798.5,0
580306,152595.3,0
574300,119800,0
574603.9,122198.4,15
580100,130200,3
577997.3,140799.1,3
574582.1,121850,0
569301.9,141800.9,0
578101.7,140694.5,0.2
578403.1,139196.5,0.2
568127.4,129100.4,0
576598.5,141304.5,0.2
577300.1,140801.2,0.2
576098.9,148048.6,15
574897.8,143394.6,0.2
564295.7,144405.6,3
572092.5,148403.3,15
573900.5,119998.2,3
578400.7,150498.4,0.2
566805.8,138599.4,0
572898.6,141798.5,15
572999.6,147227.6,0
576200,143697.9,0.2
570604.5,132301.6,0
568399.6,144601.2,0
562699.6,134995.7,0
576304.5,132905.7,3
580903.4,141096.7,3
575005.8,122110.3,0
578892.5,140400.4,0.2
576899.1,140897,0.2
572597.3,133004.7,3
569696.8,138099.7,0.2
584593.8,151895.1,0
569100,136100,3
581500.1,146293.7,0.2
574599.1,147402.6,0
569004.4,138896.9,0.01
576899.2,135300.6,3
571491.2,136704.4,3
572499.3,142499.1,0.2
569596.2,118697.6,3
564005.6,135995.5,15
578801.4,145697,15
575600.5,142398.5,15
576073.9,122944.4,0.2
576144.9,122862.2,0.2
575963.5,123411.2,0
577097.3,132101.7,3
575424.2,148146.1,0
575305,138001.9,0.2
568400,141500,0
567495.4,138403.1,15
573001,147000.2,15
577501.2,145595,0.2
575796,129984.7,0.2
580201.8,150796.7,0.2
576399.9,128498.4,15
575600.6,138700.5,3
580477.5,143595.9,0
564300.4,147498,15
582302.9,146696.1,15
577001.9,144894.8,15
580599.6,151189.7,15
575301.1,128999.3,3
565400.3,144400.3,0
575299.8,121901.7,0
580401.9,139199.1,0
575603.4,122200.8,0
564497.7,145390,0
575801.8,122501.7,0
574998.5,121895.7,0
574493.8,120197.7,0
575499.6,140299.8,15
569177.4,146198.7,0
575701.7,139799.2,0
577104.4,139798.9,3
572002.5,137399,0
576400.9,139495.3,15
568898.6,146093,0
573599,118503.8,0
564594,147102.9,0
563095.1,148098.7,0
564498.7,147097.7,0
572496.9,147096.7,15
577197.6,133097,0
575696,122696,0
573712.5,120867.6,0
577500,126700,0
577204.8,149998.7,0.2
570900,135200,0.2
570709.9,122288.1,15
572004.8,148103.8,3
580596.6,133307,0
581100.4,154798.8,3
581097,154305.9,3
571498.3,135601.9,15
574702.8,143702,15
581199.1,154799.7,0.2
568200.2,139899.8,3
568000.3,127999.3,15
570099.3,141295.4,37.5
571399.4,141299.9,0
567302,142705.6,3
576501.3,144798.9,0.2
565990.8,142202.1,0
577904.8,141703.9,0.2
573801.8,144002.7,15
569696.8,142495.1,0
576498,125302,0
577002,125737.1,0
578231.9,145586.8,0
578798,132072,0.2
560161,149271,0
559727,148105,0.2
578077,132564,0.2
576116.2,134222,0.2
570883.7,134940.3,3
569848,128505,0.2
577175.1,141324.5,0
568019,143052,0
576905.09,148900,0.2
569719.2,144953.4,0
584904,150074,3
573300,134528,3
577525,148750,15
567446,138626.5,3
573769.5,138667.8,0
566360.4,138988.8,0
574024.6,140198.9,3
581075.5,153701.3,3
583099,147049,3
562151.1,148075.6,0
570469.3,140698.1,0
581123.8,146675.1,0
572858.6,140980,0
566924.1,139722.5,3
576273.4,144700.4,0.2
569700.8,144348.4,37.5
564749.3,136624.1,3
573001.4,137035,3
572297.5,126446.6,0.2
572950,134925,15
570286.3,136049.6,0.2
562625.6,146899.8,15
570071.3,142094.2,0
573572.4,136995.4,3
578303.6,148842.6,0
566303.8,138452.4,0
568688,129132,0
570875,121803,0.2
572540.2,144902.1,0.2
572073,144176,3
563219,146338,0.2
563896.2,147901,0
574641,148142.9,0.2
569802.4,136268.6,0
583275,149575,0.2
565190.7,134912.8,0
578799.6,151400.5,0
579785.7,145240.6,0
576027.9,148852.9,0
570195,140281,0
565411,134801,0
574339,120265,0
581476.3,153775.8,0
570945.2,139458.6,15
572430.5,131193.9,15
579300,143526,0
569751,137849.8,0
573425.2,142275.1,0.2
584276,152723,0
565004,143462,3
583994,152783,0
573600,124274.2,3
583540,146251,0
566926.9,138078.1,0.2
579525,140325,0.2
570972,121569,0
572492.6,137664,3
576317,139872.7,0.2
581297,134228,0
571125,136374.6,0.01
583649.2,151723.5,3
570375.4,121675.1,0.2
575927.9,128449.8,0
581156.7,152529.2,0
564950,143883,0.2
577761.1,138756.1,0.2
563673,134679,0
579861,153041,0
578979.2,144077.2,0
584775.4,154399.4,0.2
581077.6,151499,0.2
579424.7,152150.3,0
571150.1,129625,3
571275.3,120623,0.2
578764,151606,0
573894,118674,0
577700.1,127074,0
574764,146758,0
572793,124557,3
581351,151024.7,0.2
579224,140473,15
